timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710147425379,154,HTTP Request,200,OK,Thread Group 1-1,text,true,,19439,119,1,1,http://www.google.com/,145,0,65
